id_pyme,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807
1,469050.77,438366.5,460682.57,3741364.67,8103778.25,6016126.22,264768.3,695433.43,332901.65,887428.79,1814445.31,1247257.56,562796.22,1463825.36,1874803.29,1323749.05,4651516.85,3570782.69,3154588.97,6698036.9,4776243.31,9038981.72,6460211.87,7661476.34
2,141590.13,278871.58,564983.44,591006.5,655254.06,262386.91,104002.32,346643.32,113877.64,238460.07,227030.69,244628.63,133606.86,146126.41,996542.39,443074.08,403359.93,203572.38,186782.71,110996.53,74269.19,190189.12,391780.24,206562.28
3,371199.8,430145.58,286249.72,404322.43,502980.34,408361.36,301857.14,244177.29,195259.2,270417.57,169825.14,177740.37,128599.27,249482.43,148662.05,192234.41,152020.55,132945.5,139759.61,156463.05,137771,208400.46,380219.66,196982.91
4,27026.88,79841.03,174297.83,26031.35,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21,24586.21
5,1934666.59,1997480.49,2418645.76,3864214.19,5916826.28,6087074.64,3146122.2,2443360.76,2413351.17,1754916.23,2462226.79,2828932.43,2437010.08,2518958.11,1641447.24,2085451.89,1800665.2,5881622.09,4040126.92,3295256.18,3254757.58,2602976.86,3151526.62,2647515.89
6,0,0,0,0,0,0,0,0,22879.19,21976.37,195089.45,544743.24,90776.68,130688.35,143599.17,68969.46,95899.42,68422.67,76564.77,81176.07,115473.8,141551.93,836718.47,145486.42
7,364115.33,99656.5,154100.98,61110.96,67667.29,115762.9,76606.42,84296.7,83182.04,63258.42,61998.89,73878.67,77992.65,62489.64,50416.92,47192.66,57410.23,79401.38,62635.75,48679.98,53925.29,68446.17,43351.11,74699.17
8,203822.46,206671.43,203974.7,212947.98,213521.08,214466.51,210080.81,203460.62,204364.67,202883.65,199418.01,198325.86,198049.51,199949.74,205403.87,202508.57,208245.12,202420.32,203668.01,200566.97,203418.14,209971.6,208401.22,202634.33
9,2080386.01,6840466.51,4473238.83,5595657.88,5455516.54,4508972.96,6045472.85,4937259.37,4398566.51,6273679.84,3974004.92,5541763.58,2548926.31,3368624.15,1751442.66,1756993.87,3496063.4,2368024.42,2768737.11,2789767.29,3078375.57,1584320.16,2085434.96,3255815.48
10,5385.03,6098.83,9661.95,8532.5,6432.62,1974.62,1894.67,3659.01,1473.14,2401.2,2984.2,960.99,802.61,1999.24,6653.43,5727.36,7147.54,11344.26,9986.95,2149.58,5064.92,3804.71,9089.66,8327.44
11,270522.76,300209.69,627166.85,324150.25,400407.34,373761.12,161701.81,134422.22,231403.96,277299.04,404579.94,474291.42,400642.19,485112.25,422784.12,291532.2,318595.67,257378.78,307450.21,96289.65,149452.57,176079.53,116530.73,233000.55
12,52443.68,52521.77,52609.3,52706.64,52829.87,57814.54,60444.71,63287.05,63467.41,63644.2,63832.55,64036.78,64243.24,64446.38,64648.6,64858.2,65065.58,65286.67,65506.62,65736.42,65736.42,66205.48,66444.61,66691.43
13,4309281.46,5708103.56,7432151.82,7439196.79,5549017.64,2931332.03,1870101.92,738577.6,1287218.98,657513.1,2014246.71,2529602.66,2616229.7,2036807.5,3473515.71,5579291.8,4459544.42,3359470.39,2796165.54,1547465.57,3663957.21,3176389.5,2413032.05,5305499.75
14,378232.65,382055.87,378436.95,390478.81,391247.9,392516.63,386631.16,377711.51,378902.28,376914.8,372265.34,370808.37,370437.53,252012.86,238571.39,238571.39,238594.46,238600,238600,238600,238600,238970.96,239100,239100
15,1600217.52,1338529.66,900589.59,1011315.78,1857745.67,1762927.04,1531521.14,1517832.22,1276642.66,1734393.99,1774513.76,1911955.36,2088984.06,2401496.18,2320252.29,1559156.12,1579204.16,918566.09,1055207.07,1018237.99,1074520.84,1216591.18,1248287.32,848193.71
16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16,88196.16
17,209141.24,307038.23,389941.87,457439.21,307762.03,301508.29,402177.14,445804.54,530376.65,350272.12,494385.35,246541.93,961031.91,626443.12,435718.35,867194.54,538457.92,152797.04,225402.19,568932.38,377214.09,428070.81,314471.87,569520
18,330410.29,81696.11,54598.24,68452.48,37255.11,42412.73,3443.84,13135.3,5326.48,9763.41,5993.53,1752.16,217.74,2342.12,9881.51,11411.91,8222.83,3612.36,2679.29,6167.05,3913.75,8880.94,53677.87,606.34
19,202645.47,179270.94,175558.37,233312.53,211736.06,182336.19,191930.79,130613.61,122446.29,98151.62,136695.65,139705.36,200171.51,156270.79,135647.86,114903.72,149699.46,127138.76,108818.42,157433.4,73564.75,115409.67,179496.31,162320.2
20,190917.95,15593.08,42136.11,42025.34,64302.43,124719.79,115328.65,602352.09,73000.6,27064.71,31355.07,133346.22,133604.87,19616.81,98150.67,50607.15,276651.94,336881.33,876120.17,132733.49,106461.29,93223.23,98605.44,77571.78
21,1199900.8,3024150.83,1390157.57,2680095.45,2882945.7,1570231.54,2070361.05,1220405.83,2339865.87,1950227.02,2048491.19,2861144.36,1902017.24,2406922.47,1658456.66,1887552.35,2174209,1879495.25,2415011.75,1325788.79,1182642.61,1017242.81,1149513.53,1607314.09
22,420155.94,515968.21,317732.72,765299.9,655938.06,576053.65,331469.74,591777.92,536669.01,393837.36,336943.2,336950,405195.2,272904.07,408021.31,493075.15,599389.82,361430.87,389182.24,651877.99,412045.76,694362.9,603487.72,388305.54
23,248543.12,230890.85,206007.88,911275.79,1869858.67,333164.07,779944.73,488190.87,307848.2,477268.09,436520.85,350513.41,301172.48,258615.65,118562.94,516898.25,442644.03,228206.63,315129.08,329555.58,299413.89,427550.35,354745.22,321308.25
24,720521.72,968869.2,874952.6,898046.74,1028116.34,1223389,1127474.61,1300068.49,1542900.16,1720689.52,1627576.43,1668378.68,1655825.25,835092.6,271284.21,207215.6,215777.95,413045.88,154558.93,140954.1,131128.95,495857.34,385976.85,342717.25
25,958255.36,1981388.46,932877.29,253633.63,1587020.94,469948.28,1249791.16,413603.78,793306.3,298307.81,341264.04,435189.37,1005385.95,140663.66,44885.21,26976.95,48301.22,322833.59,29632.27,778.29,783.15,929.19,295.26,173.4
26,51517.86,51248.13,50956.57,50677.8,59773.34,296457.81,45922.57,36275.03,31013.97,62845.36,61385.64,61094.08,60785.37,60515.64,60214.72,63786.77,27031.48,310943.39,23564.97,21649.33,18847.42,12032.68,6951.42,46766.52
27,115242.31,133191.01,272685.98,297891.73,2850064.35,188080.18,337718.22,968959.93,189603.72,438795.75,599484.04,68603.72,169526.65,116866.42,85149.98,166301.93,816892.3,268105.67,167990.9,277975.29,240502.76,108300.94,263087.01,214306.8
28,1523947.09,1729047.38,4919455.8,2089508.21,533382.47,218597.46,395806.79,1791950.28,4159531.99,5148481.62,4317843.04,3351572.64,3007174.33,506746.74,2537799.1,1657766,977862.25,1110713.34,2463840.12,639774.14,324937.49,3285258.08,4159246.87,3339258.09
29,216617.02,112868.42,174597.09,226077.36,166811.74,143754.35,133417.16,164409.73,271221.16,145900.81,73395.17,99422.9,162920.34,208921.19,180523.94,202096.87,168793.68,115872.1,186770.72,182789.68,109217.06,120223.98,88145.32,109520.62
30,7524526.1,6115749.64,3186387.9,3406084.55,4005088.87,4442015.17,1937596.58,2211496.22,1795623.24,1548998.2,2432968.24,4796793.11,4790572.73,1660356.12,3562903.44,2747145.26,1771097.45,2641016.49,1288237.7,1517122.9,925004.42,1173464.51,3294644.83,3003017.91
31,1325028.21,1323722.87,1322307.25,1326506.76,1326461.52,1327717.01,1324448.58,1321971.24,1321839.59,1321935.89,1318938.31,1318684.13,1318372.6,1322482.22,1399694.09,1042199.32,483306.57,480996.48,481491.31,480261.46,481392.22,482567.14,472167.14,469880.02
32,13648.69,14801.46,8727.06,36216.91,17562.66,59112.02,19753.35,10048.69,7048.23,1768,2868.11,27368.73,21743.56,58091.85,17425.71,57022.3,34443.88,51004.55,26847.24,26728.66,31684.34,35387.65,16604.39,25543.7
33,417134.21,416864.48,416572.92,416294.15,415992.92,415693.56,109072.22,85122.92,84834.48,84533.56,84254.48,83962.92,83654.21,83384.48,83083.56,82814.15,82512.92,82213.56,81948.29,81642.92,81344.81,81072.27,80774.48,80473.56
34,219188.12,182414.13,218380.92,192318.62,140149.75,215021.13,172112.94,142975.16,171890.36,202031.87,171493.81,125433.49,188522.65,127388.87,374481.91,167437.67,102819.13,217027.96,174501.6,100995.15,210720.23,197799.64,88386.11,111894.09
35,1079737.57,452458.07,410144.71,907542.64,590808,616299.9,1159031.62,1357737.85,2214916.73,1774497.54,942844.37,542291.41,538696.76,355854,154712.62,77466.6,59764.4,220253.71,838521.82,806109.87,898040.84,656926.94,258243.03,193878.63
36,13537.76,9661.06,11866.45,11148.14,11140.76,11410,12391.2,16376.88,13745.24,19088.03,15171.43,70506.44,24642.65,36696.89,19855.83,26500.06,66886.8,33135.69,13054.34,28408.82,16300.64,14684.22,15587.61,14221.25
37,25732.12,64696.58,63341.05,110288.06,126389.17,82177.47,68389.78,112974.55,117221.53,121071.89,121773.72,129179.83,96869.22,106932.39,84032.56,79169.18,101787.37,47040.4,74190.16,36533.37,43967.61,19508.98,10305.31,4268.67
38,1124768.53,898226.94,1608210.37,1088978.61,1050667.61,600007.75,382162.92,478380.22,643570.46,507458.82,583301.78,1157054.08,1984451.31,1467919.56,2708016.86,1978002.72,917025.93,375228.25,1421498.04,1551104.68,1653315.12,1654812.69,1126012.12,1452326.81
39,57127.79,246067.59,150006.51,273554.62,153596.11,309621.66,48644.73,202574.88,144390.4,90620.12,98686.7,93909.28,78392.62,134506.42,128274.38,122403.23,138242.47,156978.28,89400.26,134309.79,111808.67,145649.01,150995.62,149905.71
40,85087.92,63190.32,66722.7,67915.35,95880.71,65075.02,64272.11,78904.12,45071.31,75582.92,61309.58,56630.96,67751.18,48305.37,38707.93,44308.11,66864.6,57295.09,70288.08,59922.4,79524.65,59855.36,66433.83,58950.73
41,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8,15487.8
42,26250.89,25355.79,25268.64,24773.32,34168.82,23740.05,23249.61,22023.54,20420.84,19873.39,19380.7,18422.01,16298.69,15799.02,18342.77,14631.29,13988.05,13393.83,12960.47,11974.12,10350.63,9439.36,8248.49,6868.27
43,53312.8,35763.08,51648.63,74464.37,94048.83,56707.67,43528.87,35316.71,29990.73,48002.84,47748.65,44792.5,54219.57,46737.37,70592.96,41636.08,58928.85,65364.7,41724.82,50914.4,42819.53,48091.93,40559.4,44470.28
44,12941.79,24431.93,42136.49,103915.21,87189.57,39901.3,28705,45237.81,50517.91,46138.7,36716.88,22253.91,34548.02,16726.9,15182.03,24858.23,11919.78,10586.01,16746.6,10274.09,11395.33,14146.5,15088.16,9874.99
45,25436.61,30037.9,47610.53,120728.75,14363.17,22498.17,35593.09,70623.22,53225.7,23243.45,57821.4,17306.74,27393.85,45803.71,13758.31,57975.31,157005.23,62220.83,60362.91,7871.03,9653.83,10233.5,7818.52,7163.99
46,81024.96,95558.95,129297.13,257079.71,276714.32,219908.55,256947.9,393825.73,204013.31,194820.59,70829.32,144516.37,198079.14,246112.21,267677.28,234428.27,184269.54,130777.51,259478.86,215744.53,492804.83,294163.19,505677.61,481016.96
47,0,0,0,0,0,0,0,0,0,333288.63,2795410.29,1054868.44,657717.22,493387.52,523481.23,530790.2,376788.81,308104.57,254170.6,203130.34,96180.34,21939.38,14.35,40.82
48,1072085.83,878436.16,1853526.64,1735225.28,1532295.93,1197766.14,1911859.32,1505067.43,1417391.54,1553158.75,1399046.69,1966524.78,973216.01,1227178.38,2829735.35,1205461,1365279.91,1546401.61,1455623.58,2103642.3,2548683.92,2279809.66,2668829.42,2187316.77
49,1330.45,1601.4,147.47,4269.01,949.85,3520.6,2157.87,7965.1,30223.75,14069.42,4664.44,19628.07,9289.68,10500.59,5062.95,2357.09,13563.43,15079.66,3935.55,6176.55,1112.59,3151.83,3772.34,2058.23
50,922976.92,643720.07,1037113.66,863574.48,692672.84,769924.91,874020.43,652490.68,460687.57,340046.35,654386.6,456514.47,1385375.44,590355.16,1096742.3,1043663.93,1173043.41,597022.49,711842.43,868649.86,666927.25,708512.18,7884220.47,20867860.37
51,107486.47,95542.94,105320.95,182712.16,107611.52,268626.29,298862.95,283198.73,133583.11,251474.06,416198.66,467637.87,228686.94,268662.69,214459.41,267131.62,147828.03,828683.03,902299.41,587809.35,673509.94,288052.98,298302.49,295209.38
52,825775.82,1581232.71,1233077.68,1549695.01,1791895.58,2172470.58,2327239.33,1405593.56,852600.01,1358028.19,1139621.41,937744.19,1011636.06,1611670.98,1611090.21,3188704.59,3293568.8,3259212.91,4038159.5,4193739.97,4581500.53,3679222.8,3380767.34,3305181.13
53,25801.85,40331.17,56409.67,33047.05,81875,35544.22,62716.67,29922.98,39306.41,40464.19,20569,14785.5,21936.39,13951.24,14989.91,21961.09,19395.9,26558.44,17975.66,27833.11,28886.08,33215.85,51951.02,55491.98
54,24495.69,78545.03,18175.48,33691.87,41769.08,91762.36,31197.69,35458.1,131155.39,66611.42,49686.43,50914.26,59594.19,40165.51,85284.41,65697.18,72403.39,54151.24,94292.02,48265.35,144355.09,71664.19,43918.78,26611.73
55,124897.09,137597.75,129369.96,167825.05,139918.37,153236.92,130122.23,100139.4,176755.14,180400.36,125862.88,122699.49,108028.98,84945.48,402519.41,1967788.21,484095.57,218872.06,157076.35,159450.79,286135.55,279128.24,155048.04,143673.23
